dataset_id	endpoint_name	raw_sheet_rows	valid_sample_rows	time_nonmissing_rows	event_nonmissing_rows	complete_case_rows	stage_nonmissing_rows	source_file
GSE15459	overall_survival	193	192	192	192	192	192	GSE15459_outcome.xls
