dataset_id	matrix_sample_count	clinical_sample_count	linked_sample_count	unmatched_matrix_samples	unmatched_clinical_samples	os_nonmissing_rows	dfs_nonmissing_rows
GSE62254	300	300	300	0	0	300	300
