dataset_id	matrix_sample_count	linked_sample_count	unmatched_matrix_samples	age_nonmissing_rows	ptstage_nonmissing_rows	pnstage_nonmissing_rows	os_nonmissing_rows	event_nonmissing_rows
GSE84437	483	433	50	433	433	433	433	433
