dataset_id	matrix_sample_count	clinical_sample_count	linked_sample_count	unmatched_matrix_samples	unmatched_clinical_samples	os_nonmissing_rows	rfs_nonmissing_rows	adjuvant_nonmissing_rows
GSE26899	108	93	93	15	0	93	93	93
