dataset_id	gsm_id	sample_title	predicted_subtype	assignment_score	runner_up_subtype	runner_up_score	assignment_margin	assignment_margin_rank	assignment_entropy	score_emt	score_msi	score_mss_tp53_minus	score_mss_tp53_plus	shared_gene_count
GSE84437	GSM2235556	Y10052T	MSS/TP53-	0.216542	MSS/TP53+	0.0386863	0.177855	medium	0.99301	-0.0273597	-0.168418	0.216542	0.0386863	15335
GSE84437	GSM2235557	Y10055T	EMT	0.127715	MSS/TP53+	0.0305776	0.0971378	medium	0.996354	0.127715	-0.151172	-0.0319903	0.0305776	15335
GSE84437	GSM2235558	Y10056T	EMT	0.14596	MSS/TP53-	-0.0111428	0.157102	medium	0.995609	0.14596	-0.16622	-0.0111428	-0.0137404	15335
GSE84437	GSM2235559	Y10057T	MSS/TP53+	0.0740347	EMT	0.0511886	0.0228461	low	0.997253	0.0511886	-0.148972	0.0508671	0.0740347	15335
GSE84437	GSM2235560	Y10058T	EMT	0.322577	MSS/TP53+	-0.0867171	0.409294	high	0.981526	0.322577	-0.191491	-0.19684	-0.0867171	15335
GSE84437	GSM2235561	Y10060T	EMT	0.183749	MSS/TP53-	-0.0901477	0.273897	high	0.994261	0.183749	-0.102822	-0.0901477	-0.0925387	15335
GSE84437	GSM2235562	Y10063T	MSS/TP53-	0.180699	MSS/TP53+	0.0234352	0.157264	medium	0.995224	-0.145865	0.0190599	0.180699	0.0234352	15335
GSE84437	GSM2235563	Y10065T	MSS/TP53-	0.156423	MSI	0.0216105	0.134813	medium	0.996582	-0.101866	0.0216105	0.156423	-0.0424403	15335
GSE84437	GSM2235564	Y10079T	MSS/TP53-	0.252646	MSI	0.0614723	0.191174	medium	0.990216	-0.206627	0.0614723	0.252646	-0.0223938	15335
GSE84437	GSM2235565	Y10081T	EMT	0.455276	MSS/TP53-	-0.196692	0.651968	high	0.960805	0.455276	-0.26222	-0.196692	-0.25524	15335
GSE84437	GSM2235566	Y10087T	EMT	0.0865931	MSS/TP53-	0.0494138	0.0371793	low	0.997453	0.0865931	-0.137527	0.0494138	-0.0219098	15335
GSE84437	GSM2235567	Y10088T	EMT	0.21477	MSS/TP53+	-0.0570724	0.271842	high	0.99206	0.21477	-0.161047	-0.0913059	-0.0570724	15335
GSE84437	GSM2235568	Y10094T	MSS/TP53-	0.196785	MSS/TP53+	0.0148776	0.181908	medium	0.995209	-0.107271	-0.037968	0.196785	0.0148776	15335
GSE84437	GSM2235569	Y10095T	MSS/TP53-	0.2216	MSI	0.136107	0.0854926	medium	0.988743	-0.270688	0.136107	0.2216	0.0332907	15335
GSE84437	GSM2235570	Y10098T	MSS/TP53-	0.0802169	EMT	0.0403638	0.0398531	low	0.998071	0.0403638	-0.118863	0.0802169	0.00211807	15335
GSE84437	GSM2235571	Y10103T	MSS/TP53-	0.171084	MSS/TP53+	0.0627159	0.108368	medium	0.995026	-0.161215	0.0239694	0.171084	0.0627159	15335
GSE84437	GSM2235572	Y10106T	EMT	0.285443	MSS/TP53+	-0.0670148	0.352458	high	0.985634	0.285443	-0.167792	-0.182805	-0.0670148	15335
GSE84437	GSM2235573	Y10111T	EMT	0.112697	MSS/TP53+	0.0198224	0.0928746	medium	0.997083	0.112697	-0.140569	-0.0147413	0.0198224	15335
GSE84437	GSM2235574	Y10112T	EMT	0.0723083	MSS/TP53-	0.046069	0.0262393	low	0.998102	0.0723083	-0.0769077	0.046069	-0.0918557	15335
GSE84437	GSM2235575	Y10113T	MSS/TP53-	0.180842	MSS/TP53+	0.0284599	0.152382	medium	0.995916	-0.0911761	-0.0526251	0.180842	0.0284599	15335
GSE84437	GSM2235576	Y10117T	MSI	0.108037	MSS/TP53+	0.0226381	0.0853993	medium	0.998275	-0.0596181	0.108037	-0.0551793	0.0226381	15335
GSE84437	GSM2235577	Y10119T	EMT	0.3094	MSS/TP53+	-0.139721	0.449121	high	0.982862	0.3094	-0.152245	-0.187818	-0.139721	15335
GSE84437	GSM2235578	Y10120T	MSS/TP53-	0.0893158	MSI	0.00526066	0.0840551	medium	0.998962	-0.0549698	0.00526066	0.0893158	-0.0188557	15335
GSE84437	GSM2235579	Y10121T	EMT	0.153843	MSI	-0.00401218	0.157855	medium	0.994772	0.153843	-0.00401218	-0.145048	-0.119585	15335
GSE84437	GSM2235580	Y10123T	EMT	0.255863	MSS/TP53+	-0.0789318	0.334795	high	0.988597	0.255863	-0.140628	-0.162687	-0.0789318	15335
GSE84437	GSM2235582	Y10127T	MSS/TP53-	0.100025	MSS/TP53+	0.071296	0.0287288	low	0.997722	-0.0144847	-0.105939	0.100025	0.071296	15335
GSE84437	GSM2235584	Y10129T	MSS/TP53+	0.140086	MSS/TP53-	0.119385	0.0207007	low	0.996037	-0.0774648	-0.0822054	0.119385	0.140086	15335
GSE84437	GSM2235585	Y10130T	MSS/TP53+	0.0431877	EMT	0.0422361	0.000951646	low	0.999114	0.0422361	-0.0116426	-0.0791265	0.0431877	15335
GSE84437	GSM2235586	Y10131T	EMT	0.301547	MSS/TP53+	-0.0638505	0.365397	high	0.982157	0.301547	-0.0956812	-0.295605	-0.0638505	15335
GSE84437	GSM2235587	Y10132T	EMT	0.0504422	MSS/TP53-	0.034815	0.0156272	low	0.999027	0.0504422	-0.0842688	0.034815	-0.0142999	15335
GSE84437	GSM2235588	Y10133T	EMT	0.306236	MSS/TP53-	-0.0953569	0.401593	high	0.983011	0.306236	-0.215973	-0.0953569	-0.156322	15335
GSE84437	GSM2235589	Y10136T	MSI	0.100604	MSS/TP53-	0.0458395	0.0547646	low	0.997991	-0.0969774	0.100604	0.0458395	-0.029883	15335
GSE84437	GSM2235593	Y10140T	MSI	0.20246	MSS/TP53-	0.0268972	0.175563	medium	0.99345	-0.178909	0.20246	0.0268972	-0.000286254	15335
GSE84437	GSM2235595	Y10143T	EMT	0.22586	MSS/TP53+	-0.0126956	0.238556	high	0.990747	0.22586	-0.196668	-0.0956353	-0.0126956	15335
GSE84437	GSM2235596	Y10144T	EMT	0.0880007	MSS/TP53-	0.058555	0.0294457	low	0.996888	0.0880007	-0.159081	0.058555	-0.000590199	15335
GSE84437	GSM2235597	Y10146T	MSI	0.16888	MSS/TP53-	0.146028	0.022852	low	0.991375	-0.238445	0.16888	0.146028	0.015395	15335
GSE84437	GSM2235598	Y10148T	EMT	0.261064	MSS/TP53+	-0.0193983	0.280462	high	0.987804	0.261064	-0.193372	-0.147992	-0.0193983	15335
GSE84437	GSM2235599	Y10150T	MSS/TP53-	0.102248	MSS/TP53+	0.0400702	0.0621779	low	0.998443	-0.0331599	-0.0665298	0.102248	0.0400702	15335
GSE84437	GSM2235600	Y10152T	EMT	0.161113	MSI	-0.071812	0.232925	high	0.995307	0.161113	-0.071812	-0.0733627	-0.121624	15335
GSE84437	GSM2235601	Y10153T	EMT	0.265757	MSS/TP53+	-0.102762	0.368519	high	0.987709	0.265757	-0.179591	-0.114615	-0.102762	15335
GSE84437	GSM2235602	Y10154T	EMT	0.352788	MSS/TP53+	-0.0919383	0.444726	high	0.977789	0.352788	-0.230438	-0.192079	-0.0919383	15335
GSE84437	GSM2235603	Y10155T	MSS/TP53-	0.175208	MSS/TP53+	0.00954361	0.165665	medium	0.996271	-0.0885801	-0.040398	0.175208	0.00954361	15335
GSE84437	GSM2235604	Y10158T	MSS/TP53-	0.0787773	MSI	0.0533987	0.0253786	low	0.998246	-0.106375	0.0533987	0.0787773	0.0253975	15335
GSE84437	GSM2235605	Y10159T	EMT	0.195248	MSS/TP53+	-0.0541389	0.249387	high	0.993491	0.195248	-0.144869	-0.083311	-0.0541389	15335
GSE84437	GSM2235606	Y10161T	EMT	0.389283	MSS/TP53+	-0.114143	0.503426	high	0.972697	0.389283	-0.253503	-0.204204	-0.114143	15335
GSE84437	GSM2235607	Y10164T	EMT	0.109886	MSI	-0.0143945	0.12428	medium	0.997578	0.109886	-0.0143945	-0.0940871	-0.0791274	15335
GSE84437	GSM2235608	Y10165T	MSS/TP53-	0.186213	MSI	0.167364	0.0188484	low	0.989593	-0.257007	0.167364	0.186213	0.000127995	15335
GSE84437	GSM2235609	Y10166T	EMT	0.316521	MSS/TP53+	-0.0709543	0.387475	high	0.982058	0.316521	-0.177555	-0.215192	-0.0709543	15335
GSE84437	GSM2235610	Y10167T	EMT	0.433551	MSS/TP53+	-0.214964	0.648515	high	0.964978	0.433551	-0.228939	-0.231385	-0.214964	15335
GSE84437	GSM2235611	Y10168T	MSS/TP53+	0.110943	MSS/TP53-	0.100309	0.0106342	low	0.997385	-0.0685198	-0.0609033	0.100309	0.110943	15335
GSE84437	GSM2235612	Y10169T	EMT	0.405124	MSS/TP53-	-0.174806	0.57993	high	0.969634	0.405124	-0.2421	-0.174806	-0.212072	15335
GSE84437	GSM2235613	Y10170T	MSS/TP53-	0.258825	MSI	0.0920769	0.166748	medium	0.988653	-0.239434	0.0920769	0.258825	-0.0128347	15335
GSE84437	GSM2235614	Y10171T	MSI	0.140734	MSS/TP53+	0.094839	0.0458952	low	0.995624	-0.0737847	0.140734	-0.12236	0.094839	15335
GSE84437	GSM2235615	Y10172T	EMT	0.107203	MSS/TP53-	0.0426978	0.0645052	low	0.996843	0.107203	-0.141865	0.0426978	-0.049876	15335
GSE84437	GSM2235616	Y10173T	MSS/TP53+	0.0536459	MSS/TP53-	0.0478154	0.00583053	low	0.999376	-0.0257534	-0.0381445	0.0478154	0.0536459	15335
GSE84437	GSM2235617	Y10174T	MSI	0.177536	MSS/TP53+	0.0475047	0.130031	medium	0.995155	-0.134423	0.177536	-0.0428464	0.0475047	15335
GSE84437	GSM2235618	Y10177T	MSS/TP53+	0.142726	MSI	0.0813443	0.0613813	low	0.995969	-0.148667	0.0813443	0.0287919	0.142726	15335
GSE84437	GSM2235619	Y10178T	MSS/TP53-	0.0565471	MSS/TP53+	0.00670607	0.049841	low	0.999529	-0.00529449	-0.0443676	0.0565471	0.00670607	15335
GSE84437	GSM2235620	Y10179T	MSS/TP53-	0.0797849	MSS/TP53+	0.0508521	0.0289329	low	0.99892	-0.0513772	-0.031045	0.0797849	0.0508521	15335
GSE84437	GSM2235621	Y10180T	MSS/TP53-	0.0489157	EMT	-0.00280858	0.0517243	low	0.999465	-0.00280858	-0.00300354	0.0489157	-0.0601441	15335
GSE84437	GSM2235622	Y10181T	EMT	0.35545	MSS/TP53-	-0.157537	0.512987	high	0.97711	0.35545	-0.214957	-0.157537	-0.175513	15335
GSE84437	GSM2235623	Y10182T	MSI	0.181382	MSS/TP53+	0.0171958	0.164187	medium	0.99508	-0.145425	0.181382	-0.010189	0.0171958	15335
GSE84437	GSM2235624	Y10183T	MSS/TP53-	0.17102	MSI	0.136895	0.0341249	low	0.992169	-0.182011	0.136895	0.17102	-0.0894228	15335
GSE84437	GSM2235625	Y10184T	EMT	0.353459	MSS/TP53+	-0.147345	0.500805	high	0.977179	0.353459	-0.163575	-0.23535	-0.147345	15335
GSE84437	GSM2235626	Y10186T	EMT	0.36173	MSI	-0.142481	0.504211	high	0.975552	0.36173	-0.142481	-0.261623	-0.164103	15335
GSE84437	GSM2235627	Y10188T	MSS/TP53-	0.0669645	EMT	-0.00418571	0.0711502	medium	0.999406	-0.00418571	-0.0369764	0.0669645	-0.0239475	15335
GSE84437	GSM2235628	Y10189T	EMT	0.334692	MSI	-0.124652	0.459344	high	0.978765	0.334692	-0.124652	-0.209128	-0.212643	15335
GSE84437	GSM2235629	Y10190T	EMT	0.255067	MSS/TP53+	-0.112194	0.367262	high	0.988666	0.255067	-0.13597	-0.144346	-0.112194	15335
GSE84437	GSM2235630	Y10191T	EMT	0.40164	MSS/TP53+	-0.165516	0.567156	high	0.97065	0.40164	-0.257808	-0.182547	-0.165516	15335
GSE84437	GSM2235631	Y10192T	EMT	0.298044	MSS/TP53+	-0.0226805	0.320724	high	0.983746	0.298044	-0.17881	-0.218857	-0.0226805	15335
GSE84437	GSM2235632	Y10193T	MSI	0.0508428	MSS/TP53+	0.0237471	0.0270957	low	0.999457	-0.0174198	0.0508428	-0.0509226	0.0237471	15335
GSE84437	GSM2235633	Y10195T	EMT	0.436379	MSI	-0.163684	0.600063	high	0.962962	0.436379	-0.163684	-0.279533	-0.265163	15335
GSE84437	GSM2235634	Y10196T	MSS/TP53+	0.0860404	MSI	0.0175258	0.0685146	low	0.999152	-0.0361475	0.0175258	-0.0253738	0.0860404	15335
GSE84437	GSM2235635	Y10198T	MSI	0.100525	MSS/TP53+	0.0593713	0.0411533	low	0.997037	-0.141557	0.100525	0.052056	0.0593713	15335
GSE84437	GSM2235636	Y10199T	EMT	0.357662	MSS/TP53+	-0.169488	0.52715	high	0.976874	0.357662	-0.206158	-0.175527	-0.169488	15335
GSE84437	GSM2235637	Y10200T	MSS/TP53+	0.0980786	MSI	0.0423364	0.0557422	low	0.998393	-0.087998	0.0423364	0.0147167	0.0980786	15335
GSE84437	GSM2235695	Y4080T	MSS/TP53+	0.117217	MSS/TP53-	0.0956567	0.0215604	low	0.995956	-0.159958	0.054266	0.0956567	0.117217	15335
GSE84437	GSM2235696	Y4404T	MSI	0.371291	MSS/TP53-	-0.0385356	0.409827	high	0.980037	-0.227218	0.371291	-0.0385356	-0.094173	15335
GSE84437	GSM2235697	Y4316T	MSS/TP53-	0.185819	MSI	0.0664607	0.119359	medium	0.993996	-0.1768	0.0664607	0.185819	0.000962911	15335
GSE84437	GSM2235698	Y4340T	MSS/TP53-	0.157343	MSS/TP53+	0.154788	0.00255549	low	0.993592	-0.177397	0.0032672	0.157343	0.154788	15335
GSE84437	GSM2235699	Y4317T	MSS/TP53-	0.056913	EMT	0.0378666	0.0190464	low	0.998098	0.0378666	-0.0192412	0.056913	-0.132984	15335
GSE84437	GSM2235700	Y4314T	EMT	0.033526	MSI	-0.0116421	0.045168	low	0.999802	0.033526	-0.0116421	-0.0184685	-0.0264106	15335
GSE84437	GSM2235701	Y4426T	MSS/TP53-	0.282609	MSI	0.100196	0.182414	medium	0.986624	-0.253798	0.100196	0.282609	-0.0302412	15335
GSE84437	GSM2235702	Y4442T	EMT	0.197397	MSS/TP53-	-0.0508703	0.248267	high	0.993053	0.197397	-0.141538	-0.0508703	-0.112199	15335
GSE84437	GSM2235703	Y4397T	EMT	0.182541	MSS/TP53-	-0.0852725	0.267814	high	0.994082	0.182541	-0.0871498	-0.0852725	-0.1245	15335
GSE84437	GSM2235704	Y4390T	MSS/TP53-	0.0896061	MSS/TP53+	0.0644317	0.0251744	low	0.996822	0.0360778	-0.156846	0.0896061	0.0644317	15335
GSE84437	GSM2235705	Y4396T	MSS/TP53-	0.212323	MSS/TP53+	0.172503	0.0398205	low	0.991171	-0.147427	-0.0903694	0.212323	0.172503	15335
GSE84437	GSM2235706	Y4429T	MSS/TP53-	0.243701	MSS/TP53+	0.0950502	0.148651	medium	0.989159	-0.253814	0.0612478	0.243701	0.0950502	15335
GSE84437	GSM2235707	Y4349T	MSI	0.314351	MSS/TP53+	-0.00168405	0.316036	high	0.985898	-0.215906	0.314351	-0.0505263	-0.00168405	15335
GSE84437	GSM2235708	Y4367T	MSS/TP53-	0.208819	MSS/TP53+	0.0650207	0.143798	medium	0.993009	-0.187574	0.0242739	0.208819	0.0650207	15335
GSE84437	GSM2235709	Y4438T	MSS/TP53-	0.210615	MSS/TP53+	0.0595987	0.151016	medium	0.993636	-0.159638	-0.00922629	0.210615	0.0595987	15335
GSE84437	GSM2235710	Y4494T	EMT	0.0496727	MSS/TP53-	0.0455226	0.00415005	low	0.998868	0.0496727	-0.0890053	0.0455226	-0.0199708	15335
GSE84437	GSM2235711	Y4325T	MSI	0.166083	MSS/TP53+	0.109228	0.0568551	low	0.99369	-0.194009	0.166083	0.0183917	0.109228	15335
GSE84437	GSM2235712	Y4439T	MSS/TP53-	0.181599	MSI	0.0579088	0.12369	medium	0.99451	-0.16448	0.0579088	0.181599	-0.00500416	15335
GSE84437	GSM2235713	Y4386T	EMT	0.28785	MSS/TP53-	-0.0852928	0.373143	high	0.984985	0.28785	-0.202538	-0.0852928	-0.15411	15335
GSE84437	GSM2235714	Y4344T	MSS/TP53-	0.256287	MSS/TP53+	0.114495	0.141791	medium	0.98808	-0.263825	0.0522331	0.256287	0.114495	15335
GSE84437	GSM2235715	Y4313T	MSI	0.297586	MSS/TP53+	0.0233893	0.274197	high	0.987123	-0.152129	0.297586	-0.143561	0.0233893	15335
GSE84437	GSM2235716	Y4310T	MSS/TP53-	0.0436636	EMT	0.0340331	0.00963048	low	0.999009	0.0340331	-0.029443	0.0436636	-0.0872535	15335
GSE84437	GSM2235717	Y3804T	EMT	0.298728	MSS/TP53+	-0.126583	0.425311	high	0.984266	0.298728	-0.194148	-0.130524	-0.126583	15335
GSE84437	GSM2235718	Y3819T	MSS/TP53+	0.304745	MSS/TP53-	0.128108	0.176636	medium	0.987474	-0.0970629	-0.158754	0.128108	0.304745	15335
GSE84437	GSM2235719	Y3838T	MSS/TP53-	0.259484	MSI	0.0043343	0.25515	high	0.991149	-0.163267	0.0043343	0.259484	-0.0277206	15335
GSE84437	GSM2235720	Y3844T	MSS/TP53-	0.206789	MSI	-0.0248752	0.231664	high	0.994758	-0.103491	-0.0248752	0.206789	-0.0310557	15335
GSE84437	GSM2235721	Y3846T	MSI	0.0911949	MSS/TP53+	0.0428158	0.048379	low	0.998114	-0.107993	0.0911949	0.0240267	0.0428158	15335
GSE84437	GSM2235722	Y3847T	MSS/TP53+	0.124692	MSI	0.0541053	0.0705863	medium	0.997785	-0.0747674	0.0541053	-0.0374798	0.124692	15335
GSE84437	GSM2235723	Y3863T	MSS/TP53-	0.258008	MSS/TP53+	0.0681783	0.18983	medium	0.991172	-0.146076	-0.0707104	0.258008	0.0681783	15335
GSE84437	GSM2235724	Y3868T	EMT	0.0935511	MSI	-0.0164871	0.110038	medium	0.998315	0.0935511	-0.0164871	-0.0852997	-0.0523324	15335
GSE84437	GSM2235725	Y3872T	MSI	0.257522	EMT	0.0336894	0.223833	high	0.985533	0.0336894	0.257522	-0.29386	-0.0957283	15335
GSE84437	GSM2235726	Y3873T	EMT	0.254878	MSS/TP53+	0.00268076	0.252197	high	0.985066	0.254878	-0.0513129	-0.323976	0.00268076	15335
GSE84437	GSM2235727	Y3883T	MSS/TP53+	0.279242	MSS/TP53-	0.071567	0.207675	high	0.990489	-0.169075	-0.00656147	0.071567	0.279242	15335
GSE84437	GSM2235728	Y3884T	EMT	0.223784	MSI	-0.0949536	0.318738	high	0.991084	0.223784	-0.0949536	-0.134622	-0.129442	15335
GSE84437	GSM2235729	Y3885T	EMT	0.16308	MSS/TP53+	0.0337504	0.12933	medium	0.994546	0.16308	-0.0996554	-0.149112	0.0337504	15335
GSE84437	GSM2235730	Y3887T	MSS/TP53-	0.285086	MSI	0.100537	0.184549	medium	0.985964	-0.280994	0.100537	0.285086	0.0254526	15335
GSE84437	GSM2235731	Y3892T	MSI	0.29609	MSS/TP53-	0.122166	0.173924	medium	0.98176	-0.358317	0.29609	0.122166	0.0913156	15335
GSE84437	GSM2235732	Y3894T	MSS/TP53-	0.0817822	MSS/TP53+	0.0441882	0.037594	low	0.998803	-0.0200816	-0.0682257	0.0817822	0.0441882	15335
