dataset_id	gsm_id	sample_title	predicted_subtype	assignment_score	runner_up_subtype	runner_up_score	assignment_margin	assignment_margin_rank	assignment_entropy	score_emt	score_msi	score_mss_tp53_minus	score_mss_tp53_plus	shared_gene_count
GSE84437	GSM2235928	Y3164T	MSI	0.120406	MSS/TP53-	0.113767	0.00663918	low	0.995377	-0.135831	0.120406	0.113767	-0.0784407	15335
GSE84437	GSM2235929	Y3194T	EMT	0.635598	MSS/TP53+	-0.308583	0.944181	high	0.921151	0.635598	-0.343601	-0.334149	-0.308583	15335
GSE84437	GSM2235930	Y3233T	EMT	0.0840612	MSS/TP53-	0.047091	0.0369703	low	0.997469	0.0840612	-0.14161	0.047091	-0.00576996	15335
GSE84437	GSM2235931	Y3262T	MSS/TP53+	0.170181	MSS/TP53-	0.0390557	0.131125	medium	0.995909	-0.133176	0.0376631	0.0390557	0.170181	15335
GSE84437	GSM2235932	Y550T	MSI	0.216506	MSS/TP53+	0.0782253	0.13828	medium	0.99151	-0.219459	0.216506	0.0174638	0.0782253	15335
GSE84437	GSM2235933	Y561T	EMT	0.469431	MSS/TP53+	-0.176447	0.645878	high	0.959183	0.469431	-0.274096	-0.257599	-0.176447	15335
GSE84437	GSM2235934	Y563T	EMT	0.167603	MSI	0.0876966	0.0799062	medium	0.987666	0.167603	0.0876966	-0.347519	-0.0143733	15335
GSE84437	GSM2235935	Y564T	MSS/TP53+	0.201447	MSS/TP53-	-0.00820578	0.209653	high	0.995871	-0.0616836	-0.0305288	-0.00820578	0.201447	15335
GSE84437	GSM2235936	Y566T	MSS/TP53-	0.152658	MSS/TP53+	0.0716935	0.0809642	medium	0.995338	-0.165429	0.0395225	0.152658	0.0716935	15335
GSE84437	GSM2235937	Y567T	MSI	0.192838	MSS/TP53-	0.154894	0.0379439	low	0.98795	-0.300703	0.192838	0.154894	0.0975626	15335
GSE84437	GSM2235938	Y568T	MSI	0.296123	MSS/TP53+	0.0867806	0.209342	high	0.983557	-0.325778	0.296123	0.0762489	0.0867806	15335
GSE84437	GSM2235939	Y569T	EMT	0.212916	MSS/TP53+	0.0445411	0.168374	medium	0.990217	0.212916	-0.245796	-0.056393	0.0445411	15335
GSE84437	GSM2235940	Y571T	EMT	0.097282	MSS/TP53+	0.0592293	0.0380527	low	0.995926	0.097282	0.00132466	-0.188474	0.0592293	15335
GSE84437	GSM2235941	Y572T	MSI	0.378492	MSS/TP53+	-0.0371305	0.415622	high	0.978951	-0.152763	0.378492	-0.198199	-0.0371305	15335
GSE84437	GSM2235942	Y573T	MSS/TP53+	0.225591	MSI	0.177501	0.0480895	low	0.984362	-0.341185	0.177501	0.146732	0.225591	15335
GSE84437	GSM2235943	Y3437T	MSI	0.101744	MSS/TP53-	0.00698661	0.094757	medium	0.997758	-0.0323858	0.101744	0.00698661	-0.117313	15335
GSE84437	GSM2235944	Y3455T	EMT	0.522415	MSS/TP53+	-0.14549	0.667905	high	0.949193	0.522415	-0.339882	-0.279673	-0.14549	15335
GSE84437	GSM2235945	Y3307T	MSS/TP53-	0.1688	MSS/TP53+	0.0558127	0.112988	medium	0.995048	-0.0115956	-0.15814	0.1688	0.0558127	15335
GSE84437	GSM2235946	Y3309T	MSS/TP53-	0.150816	MSS/TP53+	0.0993936	0.0514224	low	0.995429	-0.152787	0.00938509	0.150816	0.0993936	15335
GSE84437	GSM2235947	Y3317T	MSI	0.430166	MSS/TP53+	0.0234989	0.406667	high	0.973143	-0.266521	0.430166	-0.130314	0.0234989	15335
GSE84437	GSM2235948	Y3347T	EMT	0.648841	MSS/TP53+	-0.300075	0.948917	high	0.917973	0.648841	-0.359381	-0.340987	-0.300075	15335
GSE84437	GSM2235949	Y3361T	MSS/TP53+	0.275773	MSI	0.0165045	0.259268	high	0.990798	-0.0432696	0.0165045	-0.143053	0.275773	15335
GSE84437	GSM2235950	Y3382T	EMT	0.601851	MSS/TP53-	-0.265215	0.867066	high	0.929105	0.601851	-0.343761	-0.265215	-0.334854	15335
GSE84437	GSM2235951	Y3402T	EMT	0.635312	MSS/TP53-	-0.300354	0.935666	high	0.920496	0.635312	-0.348128	-0.300354	-0.349481	15335
GSE84437	GSM2235952	Y3409T	MSI	0.138188	MSS/TP53+	0.104756	0.0334324	low	0.994517	-0.190964	0.138188	0.0502868	0.104756	15335
GSE84437	GSM2235953	Y3417T	MSS/TP53-	0.0653987	EMT	0.0179629	0.0474358	low	0.999056	0.0179629	-0.0777147	0.0653987	0.000994725	15335
GSE84437	GSM2235954	Y2372T	MSS/TP53+	0.119203	MSI	0.0989684	0.0202343	low	0.996602	-0.0653911	0.0989684	-0.101596	0.119203	15335
GSE84437	GSM2235955	Y2400T	MSI	0.111971	EMT	-0.0117733	0.123744	medium	0.997958	-0.0117733	0.111971	-0.0875859	-0.0422336	15335
GSE84437	GSM2235956	Y2411T	MSI	0.268817	MSS/TP53-	0.00781417	0.261003	high	0.989137	-0.21617	0.268817	0.00781417	-0.00664004	15335
GSE84437	GSM2235957	Y2417T	MSS/TP53-	0.204756	MSI	0.106255	0.0985009	medium	0.991236	-0.232303	0.106255	0.204756	0.0257304	15335
GSE84437	GSM2235958	Y2473T	EMT	0.422405	MSS/TP53-	-0.111274	0.533679	high	0.966704	0.422405	-0.358466	-0.111274	-0.139055	15335
GSE84437	GSM2235959	Y2540T	MSI	0.16832	MSS/TP53-	0.0563988	0.111921	medium	0.994912	-0.139454	0.16832	0.0563988	-0.070517	15335
GSE84437	GSM2235960	Y2658T	MSI	0.402052	MSS/TP53+	0.0994893	0.302562	high	0.973567	-0.386022	0.402052	0.0313214	0.0994893	15335
GSE84437	GSM2235961	Y2711T	EMT	0.338614	MSS/TP53-	-0.111211	0.449825	high	0.979053	0.338614	-0.23223	-0.111211	-0.175939	15335
GSE84437	GSM2235962	Y2234T	MSI	0.0403345	MSS/TP53+	0.0237821	0.0165524	low	0.999683	-0.0250295	0.0403345	-0.0269022	0.0237821	15335
GSE84437	GSM2235963	Y2339T	MSS/TP53-	0.244738	MSI	0.0966415	0.148096	medium	0.988459	-0.268895	0.0966415	0.244738	0.0646869	15335
GSE84437	GSM2235964	Y2359T	MSS/TP53+	0.132634	MSI	0.0428763	0.0897577	medium	0.996739	-0.00576447	0.0428763	-0.13331	0.132634	15335
GSE84437	GSM2235965	Y506T	MSS/TP53-	0.0389002	EMT	0.0245171	0.0143831	low	0.999515	0.0245171	-0.0388358	0.0389002	-0.0428434	15335
GSE84437	GSM2235966	Y510T	MSS/TP53+	0.121053	EMT	0.102906	0.0181472	low	0.99503	0.102906	-0.17994	-0.0219906	0.121053	15335
GSE84437	GSM2235967	Y514T	MSS/TP53-	0.151966	MSS/TP53+	-0.0212678	0.173234	medium	0.997284	-0.0617061	-0.0371904	0.151966	-0.0212678	15335
GSE84437	GSM2235968	Y515T	EMT	0.327842	MSS/TP53+	-0.135583	0.463424	high	0.980903	0.327842	-0.203677	-0.156778	-0.135583	15335
GSE84437	GSM2235969	Y516T	MSI	0.19499	MSS/TP53+	0.0734226	0.121567	medium	0.992489	-0.21548	0.19499	0.0405357	0.0734226	15335
GSE84437	GSM2235970	Y518T	EMT	0.244959	MSS/TP53+	-0.0355681	0.280527	high	0.989138	0.244959	-0.125687	-0.193803	-0.0355681	15335
GSE84437	GSM2235971	Y519T	EMT	0.132544	MSS/TP53+	-0.00371117	0.136255	medium	0.996572	0.132544	-0.140072	-0.0291316	-0.00371117	15335
GSE84437	GSM2235972	Y521T	MSI	0.131046	MSS/TP53+	0.0989665	0.0320796	low	0.994418	-0.197383	0.131046	0.0724612	0.0989665	15335
GSE84437	GSM2235973	Y522T	MSS/TP53-	0.139406	MSS/TP53+	0.131555	0.00785071	low	0.995603	-0.119534	-0.0412029	0.139406	0.131555	15335
GSE84437	GSM2235974	Y533T	MSS/TP53-	0.248559	MSI	0.0258408	0.222718	high	0.991123	-0.19611	0.0258408	0.248559	0.0229092	15335
GSE84437	GSM2235975	Y539T	MSI	0.117726	MSS/TP53+	0.0873603	0.0303661	low	0.996815	-0.126905	0.117726	-0.00972974	0.0873603	15335
GSE84437	GSM2235976	Y540T	MSI	0.145589	MSS/TP53+	0.0193015	0.126287	medium	0.996877	-0.111877	0.145589	-0.0192362	0.0193015	15335
GSE84437	GSM2235977	Y558T	MSS/TP53-	0.0789602	EMT	0.0342927	0.0446675	low	0.997929	0.0342927	-0.126169	0.0789602	0.0301472	15335
GSE84437	GSM2235978	Y586T	MSS/TP53+	0.145646	EMT	0.0323597	0.113286	medium	0.995212	0.0323597	0.0277792	-0.181493	0.145646	15335
GSE84437	GSM2235979	Y587T	MSS/TP53-	0.249436	MSS/TP53+	0.172685	0.0767512	medium	0.989047	-0.165353	-0.0989299	0.249436	0.172685	15335
GSE84437	GSM2235980	Y588T	MSS/TP53+	0.099696	MSI	0.0695597	0.0301363	low	0.997734	-0.0350675	0.0695597	-0.0986738	0.099696	15335
GSE84437	GSM2235981	Y589T	MSS/TP53+	0.145516	MSI	0.0823197	0.0631962	low	0.996033	-0.142784	0.0823197	0.016862	0.145516	15335
GSE84437	GSM2235982	Y590T	MSS/TP53+	0.147367	MSI	0.115063	0.0323048	low	0.995364	-0.096798	0.115063	-0.0928493	0.147367	15335
GSE84437	GSM2235983	Y591T	EMT	0.136183	MSS/TP53+	0.0944981	0.0416851	low	0.991568	0.136183	0.00613538	-0.276885	0.0944981	15335
GSE84437	GSM2235984	Y592T	MSS/TP53-	0.213354	MSS/TP53+	0.0938076	0.119546	medium	0.991494	-0.222936	0.0484955	0.213354	0.0938076	15335
GSE84437	GSM2235985	Y593T	MSS/TP53+	0.150651	MSS/TP53-	0.0789656	0.0716856	medium	0.996622	-0.0501978	-0.0887477	0.0789656	0.150651	15335
GSE84437	GSM2235986	Y594T	MSS/TP53+	0.20396	MSS/TP53-	0.185668	0.0182915	low	0.988946	-0.259857	0.0551745	0.185668	0.20396	15335
GSE84437	GSM2235987	Y595T	MSI	0.221678	MSS/TP53+	0.0132587	0.208419	high	0.992682	-0.0896661	0.221678	-0.139705	0.0132587	15335
GSE84437	GSM2235988	Y596T	MSS/TP53+	0.275475	MSS/TP53-	0.0838594	0.191616	medium	0.990173	-0.187558	0.00854566	0.0838594	0.275475	15335
GSE84437	GSM2235991	Y3514T	MSS/TP53-	0.0553857	MSS/TP53+	0.03421	0.0211757	low	0.998557	0.0331525	-0.107378	0.0553857	0.03421	15335
GSE84437	GSM2235992	Y3381T	MSS/TP53-	0.0944583	MSS/TP53+	0.0725948	0.0218635	low	0.997805	-0.0110862	-0.106303	0.0944583	0.0725948	15335
GSE84437	GSM2235993	Y3473T	EMT	0.155511	MSS/TP53+	0.151051	0.00446	low	0.989806	0.155511	-0.0602295	-0.265096	0.151051	15335
GSE84437	GSM2235994	Y3572T	EMT	0.460026	MSS/TP53-	-0.181584	0.641611	high	0.959589	0.460026	-0.269331	-0.181584	-0.275348	15335
GSE84437	GSM2235995	Y2423T	MSI	0.387606	MSS/TP53+	-0.0114525	0.399058	high	0.978153	-0.279074	0.387606	-0.0365479	-0.0114525	15335
GSE84437	GSM2235996	Y2569T	MSS/TP53+	0.0635195	EMT	0.0449097	0.0186098	low	0.99885	0.0449097	-0.0828427	-0.0117318	0.0635195	15335
GSE84437	GSM2235997	Y3624T	MSS/TP53-	0.0893456	MSI	0.0589208	0.0304248	low	0.997658	-0.124442	0.0589208	0.0893456	0.0400458	15335
GSE84437	GSM2235998	Y3625T	MSI	0.209287	MSS/TP53-	0.000866155	0.208421	high	0.993662	-0.146977	0.209287	0.000866155	-0.0445076	15335
GSE84437	GSM2235999	Y3646T	MSI	0.16849	MSS/TP53-	0.135433	0.0330567	low	0.990054	-0.272283	0.16849	0.135433	0.106137	15335
GSE84437	GSM2236000	Y3657T	MSS/TP53-	0.252463	MSS/TP53+	0.0544561	0.198007	high	0.991515	-0.0869335	-0.132553	0.252463	0.0544561	15335
GSE84437	GSM2236001	Y3715T	EMT	0.210607	MSS/TP53+	-0.0676414	0.278248	high	0.992442	0.210607	-0.146017	-0.0958276	-0.0676414	15335
GSE84437	GSM2236002	Y3734T	MSS/TP53-	0.236398	MSI	0.179914	0.0564846	low	0.985962	-0.289254	0.179914	0.236398	-0.0242967	15335
GSE84437	GSM2236003	Y3737T	EMT	0.402778	MSS/TP53-	-0.13122	0.533998	high	0.969884	0.402778	-0.282337	-0.13122	-0.200134	15335
GSE84437	GSM2236004	Y3607T	MSS/TP53-	0.229889	MSS/TP53+	0.109939	0.11995	medium	0.991845	-0.170869	-0.0399094	0.229889	0.109939	15335
GSE84437	GSM2236005	Y3614T	MSS/TP53-	0.171159	MSS/TP53+	0.0613161	0.109843	medium	0.995179	-0.15547	0.0174886	0.171159	0.0613161	15335
GSE84437	GSM2236006	Y3628T	MSS/TP53-	0.137488	MSS/TP53+	0.0853762	0.0521114	low	0.996681	-0.112778	-0.021758	0.137488	0.0853762	15335
GSE84437	GSM2236007	Y3643T	MSI	0.22531	EMT	-0.00144448	0.226754	high	0.990106	-0.00144448	0.22531	-0.239283	-0.0417174	15335
GSE84437	GSM2236008	Y3672T	EMT	0.378491	MSS/TP53+	-0.135903	0.514395	high	0.974229	0.378491	-0.24375	-0.18478	-0.135903	15335
GSE84437	GSM2236009	Y3768T	EMT	0.0131361	MSS/TP53-	0.00250576	0.0106303	low	0.999924	0.0131361	-0.00344171	0.00250576	-0.0265718	15335
GSE84437	GSM2236010	Y3769T	MSS/TP53-	0.115261	MSS/TP53+	0.0861341	0.0291265	low	0.996758	-0.136799	0.0265362	0.115261	0.0861341	15335
GSE84437	GSM2236011	Y3512T	MSS/TP53-	0.0616609	EMT	0.0357219	0.0259391	low	0.998913	0.0357219	-0.0683478	0.0616609	-0.0490865	15335
GSE84437	GSM2236012	Y4282T	MSI	0.119466	MSS/TP53-	0.046977	0.0724893	medium	0.997219	-0.124247	0.119466	0.046977	-0.00455016	15335
GSE84437	GSM2236013	Y4296T	MSS/TP53-	0.10643	MSS/TP53+	0.0348719	0.0715579	medium	0.997891	-0.108516	0.0276064	0.10643	0.0348719	15335
GSE84437	GSM2236014	Y4299T	MSI	0.314944	MSS/TP53+	-0.00500094	0.319945	high	0.985546	-0.23451	0.314944	-0.0209687	-0.00500094	15335
GSE84437	GSM2236015	Y4348T	EMT	0.442183	MSI	-0.210538	0.652721	high	0.962931	0.442183	-0.210538	-0.244924	-0.246436	15335
GSE84437	GSM2236016	Y4360T	MSI	0.167586	MSS/TP53-	-7.5531e-05	0.167662	medium	0.995957	-0.121974	0.167586	-7.5531e-05	-0.0250774	15335
GSE84437	GSM2236017	Y4409T	MSS/TP53+	0.149002	EMT	0.0126413	0.136361	medium	0.997295	0.0126413	-0.0848982	-0.0191013	0.149002	15335
GSE84437	GSM2236018	Y4427T	MSS/TP53+	0.197322	MSS/TP53-	0.0341933	0.163128	medium	0.995749	-0.0667116	-0.057247	0.0341933	0.197322	15335
GSE84437	GSM2236019	Y4535T	MSS/TP53-	0.250181	MSI	0.054533	0.195648	high	0.990592	-0.175529	0.054533	0.250181	-0.0751269	15335
GSE84437	GSM2236020	Y4570T	MSI	0.3719	MSS/TP53+	0.00193445	0.369966	high	0.979853	-0.271936	0.3719	-0.0376182	0.00193445	15335
GSE84437	GSM2236021	Y4634T	EMT	0.528554	MSI	-0.23312	0.761674	high	0.945282	0.528554	-0.23312	-0.30489	-0.309342	15335
GSE84437	GSM2236022	Y4635T	MSS/TP53-	0.0366099	MSI	0.0294676	0.00714222	low	0.999628	-0.0371245	0.0294676	0.0366099	-0.0234777	15335
GSE84437	GSM2236023	Y4662T	MSI	0.378885	MSS/TP53+	0.0442188	0.334666	high	0.978973	-0.228911	0.378885	-0.139633	0.0442188	15335
GSE84437	GSM2236024	Y4667T	MSS/TP53+	0.0875082	EMT	0.0339716	0.0535366	low	0.998721	0.0339716	-0.0673147	-0.0302623	0.0875082	15335
GSE84437	GSM2236025	Y3467T	EMT	0.427814	MSS/TP53+	-0.085889	0.513703	high	0.966306	0.427814	-0.251284	-0.284159	-0.085889	15335
GSE84437	GSM2236026	Y3499T	EMT	0.285338	MSS/TP53-	-0.114303	0.399641	high	0.985565	0.285338	-0.182485	-0.114303	-0.141281	15335
GSE84437	GSM2236027	Y3527T	EMT	0.111076	MSS/TP53-	-0.0441735	0.15525	medium	0.997967	0.111076	-0.0773246	-0.0441735	-0.0444445	15335
GSE84437	GSM2236028	Y3594T	MSI	0.296534	MSS/TP53+	-0.0705194	0.367053	high	0.98764	-0.128068	0.296534	-0.114359	-0.0705194	15335
GSE84437	GSM2236029	Y2873T	MSS/TP53+	0.147125	MSI	0.119333	0.027792	low	0.994152	-0.190906	0.119333	0.0438445	0.147125	15335
GSE84437	GSM2236030	Y2860T	MSI	0.302372	MSS/TP53+	0.00796978	0.294402	high	0.986314	-0.242345	0.302372	-0.00297418	0.00796978	15335
GSE84437	GSM2236031	Y3054T	EMT	0.452091	MSS/TP53+	-0.182976	0.635068	high	0.961961	0.452091	-0.233121	-0.276134	-0.182976	15335
GSE84437	GSM2236032	Y3082T	MSI	0.434257	MSS/TP53+	0.0100377	0.424219	high	0.972273	-0.324566	0.434257	-0.0386522	0.0100377	15335
GSE84437	GSM2236033	Y3747T	MSS/TP53-	0.249213	MSI	-0.0047798	0.253993	high	0.99199	-0.150362	-0.0047798	0.249213	-0.0251352	15335
GSE84437	GSM2236034	Y3649T	MSS/TP53+	0.100626	EMT	0.0583435	0.042282	low	0.994517	0.0583435	0.0569304	-0.224773	0.100626	15335
GSE84437	GSM2236036	Y577T	MSS/TP53-	0.180155	MSS/TP53+	0.0872756	0.092879	medium	0.993551	-0.195616	0.0456101	0.180155	0.0872756	15335
GSE84437	GSM2236037	Y578T	EMT	0.150598	MSS/TP53+	0.0545443	0.0960542	medium	0.995073	0.150598	-0.130935	-0.107053	0.0545443	15335
GSE84437	GSM2236038	Y580T	MSS/TP53+	0.161921	EMT	-0.0177138	0.179635	medium	0.997275	-0.0177138	-0.0542674	-0.0189396	0.161921	15335
GSE84437	GSM2236039	Y581T	MSS/TP53-	0.173542	MSS/TP53+	0.0193592	0.154183	medium	0.996093	-0.112801	-0.0141779	0.173542	0.0193592	15335
GSE84437	GSM2236040	Y582T	MSI	0.304602	MSS/TP53+	0.140289	0.164313	medium	0.981804	-0.345297	0.304602	0.0589115	0.140289	15335
GSE84437	GSM2236041	Y583T	EMT	0.202758	MSS/TP53+	0.0730735	0.129684	medium	0.99052	0.202758	-0.119008	-0.212509	0.0730735	15335
GSE84437	GSM2236042	Y584T	MSS/TP53-	0.28877	MSS/TP53+	0.0757549	0.213015	high	0.988768	-0.182359	-0.0551264	0.28877	0.0757549	15335
GSE84437	GSM2236043	Y585T	MSS/TP53+	0.0959369	MSS/TP53-	0.0686941	0.0272428	low	0.998117	-0.0191704	-0.0879538	0.0686941	0.0959369	15335
GSE84437	GSM2236044	Y3100T	MSS/TP53-	0.264915	MSS/TP53+	0.0233885	0.241527	high	0.991158	-0.147383	-0.0492949	0.264915	0.0233885	15335
GSE84437	GSM2236045	Y2221T	MSI	0.0853905	MSS/TP53+	0.0687903	0.0166002	low	0.99709	-0.141722	0.0853905	0.0640022	0.0687903	15335
GSE84437	GSM2236046	Y3098T	MSI	0.203397	MSS/TP53-	0.13225	0.0711463	medium	0.988685	-0.287248	0.203397	0.13225	0.0825445	15335
GSE84437	GSM2236047	Y4546T	EMT	0.151961	MSS/TP53+	-0.0144863	0.166447	medium	0.995824	0.151961	-0.0758753	-0.127913	-0.0144863	15335
GSE84437	GSM2236048	Y4712T	MSI	0.362224	MSS/TP53-	0.0491607	0.313064	high	0.979488	-0.288129	0.362224	0.0491607	-0.0724424	15335
GSE84437	GSM2236049	Y4736T	EMT	0.202936	MSI	-0.042156	0.245092	high	0.991769	0.202936	-0.042156	-0.206529	-0.0708531	15335
GSE84437	GSM2236050	Y4770T	MSS/TP53-	0.176023	MSS/TP53+	0.0322499	0.143773	medium	0.996091	-0.0915634	-0.0502774	0.176023	0.0322499	15335
GSE84437	GSM2236051	Y4771T	EMT	0.236774	MSS/TP53+	-0.0981567	0.33493	high	0.990346	0.236774	-0.133391	-0.129492	-0.0981567	15335
GSE84437	GSM2236052	Y4472T	MSI	0.167126	MSS/TP53-	0.160402	0.00672479	low	0.991184	-0.224514	0.167126	0.160402	-0.0332609	15335
GSE84437	GSM2236053	Y4780T	EMT	0.267384	MSS/TP53-	-0.118246	0.38563	high	0.987219	0.267384	-0.147455	-0.118246	-0.157391	15335
GSE84437	GSM2236054	Y3244T	EMT	0.345857	MSI	-0.162855	0.508712	high	0.978021	0.345857	-0.162855	-0.196023	-0.189423	15335
GSE84437	GSM2236055	Y3105T	EMT	0.151343	MSI	-0.0370536	0.188396	medium	0.9954	0.151343	-0.0370536	-0.0876663	-0.14012	15335
GSE84437	GSM2236056	Y3368T	MSS/TP53-	0.221047	MSS/TP53+	0.179028	0.0420184	low	0.9902	-0.190929	-0.0467233	0.221047	0.179028	15335
GSE84437	GSM2236057	Y2691T	EMT	0.212414	MSS/TP53+	-0.0478836	0.260297	high	0.992129	0.212414	-0.113341	-0.151197	-0.0478836	15335
GSE84437	GSM2236058	Y2985T	MSS/TP53-	0.110952	EMT	0.0292081	0.0817441	medium	0.997424	0.0292081	-0.0719662	0.110952	-0.100539	15335
GSE84437	GSM2236059	Y3117T	EMT	0.121699	MSS/TP53-	-0.0225501	0.144249	medium	0.997324	0.121699	-0.112808	-0.0225501	-0.0372685	15335
GSE84437	GSM2236060	Y4698T	EMT	0.38968	MSI	-0.126803	0.516483	high	0.970654	0.38968	-0.126803	-0.298204	-0.199631	15335
GSE84437	GSM2236061	Y3341T	EMT	0.251413	MSI	-0.0378284	0.289241	high	0.986593	0.251413	-0.0378284	-0.28057	-0.0768681	15335
GSE84437	GSM2236062	Y3333T	MSI	0.284741	MSS/TP53-	-0.0206186	0.30536	high	0.988384	-0.199795	0.284741	-0.0206186	-0.0290249	15335
GSE84437	GSM2236063	Y3344T	MSS/TP53-	0.148127	MSI	-0.0191405	0.167267	medium	0.996975	-0.0432439	-0.0191405	0.148127	-0.0879778	15335
GSE84437	GSM2236064	Y3151T	MSI	0.265502	MSS/TP53-	0.0994384	0.166064	medium	0.9861	-0.300985	0.265502	0.0994384	0.0519158	15335
GSE84437	GSM2236065	Y3823T	EMT	0.10948	MSS/TP53-	-0.0268503	0.136331	medium	0.997918	0.10948	-0.0786028	-0.0268503	-0.0640424	15335
GSE84437	GSM2236066	Y3830T	EMT	0.063669	MSS/TP53+	0.00523053	0.0584385	low	0.999152	0.063669	-0.0724086	-0.0126465	0.00523053	15335
GSE84437	GSM2236067	Y3886T	EMT	0.0179546	MSS/TP53+	0.00841542	0.00953917	low	0.999859	0.0179546	0.00149469	-0.0345642	0.00841542	15335
GSE84437	GSM2236068	Y4001T	EMT	0.596574	MSI	-0.296195	0.892769	high	0.929675	0.596574	-0.296195	-0.302882	-0.351516	15335
GSE84437	GSM2236069	Y4029T	MSS/TP53-	0.209807	MSS/TP53+	0.172293	0.0375137	low	0.990882	-0.194235	-0.0293493	0.209807	0.172293	15335
GSE84437	GSM2236070	Y4032T	MSI	0.1192	MSS/TP53+	0.0665107	0.0526896	low	0.996911	-0.0468645	0.1192	-0.117723	0.0665107	15335
GSE84437	GSM2236071	Y4121T	MSI	0.219465	MSS/TP53+	0.0767057	0.142759	medium	0.992305	-0.149666	0.219465	-0.0900912	0.0767057	15335
GSE84437	GSM2236072	Y4123T	MSI	0.0852742	EMT	0.015242	0.0700322	low	0.998328	0.015242	0.0852742	-0.0998144	-0.037031	15335
GSE84437	GSM2236073	Y2656T	MSS/TP53-	0.182172	MSS/TP53+	0.0583399	0.123832	medium	0.995503	-0.0837144	-0.080146	0.182172	0.0583399	15335
GSE84437	GSM2236074	Y3034T	MSS/TP53-	0.109235	MSS/TP53+	0.0413582	0.067877	low	0.998165	-0.0877944	-0.00446388	0.109235	0.0413582	15335
GSE84437	GSM2236075	Y2555T	EMT	0.325862	MSI	-0.135157	0.46102	high	0.980446	0.325862	-0.135157	-0.212733	-0.169489	15335
GSE84437	GSM2236076	Y597T	EMT	0.0514047	MSI	0.0491272	0.00227754	low	0.997237	0.0514047	0.0491272	-0.162849	0.0389577	15335
GSE84437	GSM2236077	Y598T	MSI	0.330415	MSS/TP53+	0.0181362	0.312279	high	0.984147	-0.239401	0.330415	-0.0479515	0.0181362	15335
GSE84437	GSM2236078	Y2685T	MSS/TP53-	0.215052	MSI	0.119904	0.0951477	medium	0.989812	-0.256625	0.119904	0.215052	0.0403103	15335
GSE84437	GSM2236079	Y2736T	MSI	0.201316	MSS/TP53+	0.10482	0.0964967	medium	0.992735	-0.145571	0.201316	-0.0937183	0.10482	15335
GSE84437	GSM2236080	Y2264T	MSS/TP53-	0.0236731	EMT	0.00375633	0.0199168	low	0.999825	0.00375633	-0.00298666	0.0236731	-0.0376886	15335
GSE84437	GSM2236082	Y3203T	MSS/TP53+	0.212189	MSS/TP53-	0.02875	0.183439	medium	0.995062	-0.0522107	-0.079397	0.02875	0.212189	15335
GSE84437	GSM2236083	Y3404T	MSS/TP53+	0.097082	EMT	0.0271627	0.0699192	low	0.998147	0.0271627	-0.104772	0.0183254	0.097082	15335
GSE84437	GSM2236084	Y3376T	MSI	0.20292	MSS/TP53-	0.0558782	0.147042	medium	0.992935	-0.186334	0.20292	0.0558782	-0.0271536	15335
GSE84437	GSM2236085	Y2224T	MSI	0.223404	MSS/TP53+	0.0717962	0.151608	medium	0.992011	-0.181832	0.223404	-0.0430428	0.0717962	15335
GSE84437	GSM2236086	Y2358T	MSI	0.137446	EMT	0.0332947	0.104151	medium	0.995252	0.0332947	0.137446	-0.175856	-0.056996	15335
GSE84437	GSM2236087	Y2433T	MSI	0.22411	MSS/TP53+	-0.0302056	0.254316	high	0.993142	-0.132229	0.22411	-0.0488626	-0.0302056	15335
GSE84437	GSM2236088	Y2769T	MSI	0.0915204	MSS/TP53-	0.0450528	0.0464676	low	0.998211	-0.100535	0.0915204	0.0450528	-0.00496247	15335
GSE84437	GSM2236089	Y2523T	MSI	0.119931	MSS/TP53+	0.0385488	0.0813817	medium	0.997744	-0.0888593	0.119931	-0.0362872	0.0385488	15335
GSE84437	GSM2236090	Y2659T	EMT	0.0759016	MSI	-0.00942791	0.0853295	medium	0.998837	0.0759016	-0.00942791	-0.0772296	-0.0376416	15335
GSE84437	GSM2236091	Y2566T	MSS/TP53-	0.0724568	MSI	0.0307393	0.0417176	low	0.999043	-0.0667811	0.0307393	0.0724568	-0.0128413	15335
GSE84437	GSM2236092	Y2597T	MSS/TP53-	0.102709	MSI	0.0411041	0.0616052	low	0.998081	-0.0988463	0.0411041	0.102709	-0.00465758	15335
GSE84437	GSM2236093	Y2622T	MSI	0.0971496	MSS/TP53-	0.0872183	0.00993135	low	0.995983	-0.168274	0.0971496	0.0872183	0.072683	15335
GSE84437	GSM2236094	Y2609T	MSI	0.0994636	MSS/TP53-	0.0624087	0.0370549	low	0.997554	-0.121751	0.0994636	0.0624087	0.00244242	15335
GSE84437	GSM2236095	Y2637T	MSS/TP53-	0.0657978	MSS/TP53+	0.0193489	0.046449	low	0.999301	-0.0580389	0.00696026	0.0657978	0.0193489	15335
